V1	V2
isogroup12854	GO:0005509;GO:0004675;GO:0004676;GO:0004677;GO:0004679;GO:0004680;GO:0004681;GO:0004683;GO:0004686;GO:0004688;GO:0004689;GO:0004690;GO:0004692;GO:0004693;GO:0004694;GO:0004695;GO:0004696;GO:0004697;GO:0004698;GO:0004700;GO:0004701;GO:0004702;GO:0004703;GO:0004704;GO:0004705;GO:0004706;GO:0004707;GO:0004708;GO:0004709;GO:0004710;GO:0004711;GO:0004712;GO:0004714;GO:0004715;GO:0004716;GO:0004718;GO:0008338;GO:0008339;GO:0008349;GO:0008384;GO:0008443;GO:0008545;GO:0008607;GO:0008819;GO:0016307;GO:0016538;GO:0016773;GO:0016908;GO:0016909;GO:0018720;GO:0019199;GO:0019912;GO:0019914;GO:0035004;GO:0042556;GO:0042557
isogroup12856	GO:0000785;GO:0003682;GO:0005634;GO:0006333
isogroup12858	GO:0006412
isogroup12860	GO:0004295;GO:0006508;GO:0004263
isogroup12861	GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0005509
isogroup12866	GO:0005415;GO:0006810;GO:0016020
isogroup12868	GO:0005524;GO:0008026;GO:0003676;GO:0004386;GO:0000166;GO:0017111;GO:0000810;GO:0004787;GO:0008722;GO:0008758;GO:0008796;GO:0008828;GO:0016462;GO:0016818;GO:0019176;GO:0019177;GO:0016452
isogroup12869	GO:0050121
isogroup12872	GO:0006886;GO:0008320;GO:0016020
isogroup12873	GO:0004867
isogroup12876	GO:0004558;GO:0004339
isogroup12877	GO:0008603
isogroup12880	GO:0005975;GO:0004801;GO:0005737;GO:0006098
isogroup12882	GO:0004558;GO:0004339
isogroup12884	GO:0008270;GO:0000151;GO:0004842;GO:0016567;GO:0009719;GO:0005164;GO:0033209
isogroup12886	GO:0004558;GO:0004339
isogroup12887	GO:0007242;GO:0003998
isogroup12890	GO:0000287;GO:0008152;GO:0016462
isogroup12892	GO:0008152;GO:0016491;GO:0004090;GO:0047936
isogroup12896	GO:0005515
isogroup12898	GO:0004114;GO:0007165;GO:0003824;GO:0051342;GO:0047555
isogroup129	GO:0005509;GO:0007155;GO:0005576
isogroup1290	GO:0001104;GO:0006366
isogroup12901	GO:0003824
isogroup12904	GO:0003779;GO:0005509;GO:0008091
isogroup12910	GO:0004672;GO:0005524;GO:0006468;GO:0004751;GO:0009052
isogroup12914	GO:0005509
isogroup12916	GO:0005515
isogroup12918	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674
isogroup12919	GO:0008152;GO:0016491;GO:0004303
isogroup1292	GO:0004812;GO:0005524;GO:0006418;GO:0004825;GO:0006431
isogroup12921	GO:0005509;GO:0005783;GO:0006457;GO:0051082
isogroup12926	GO:0003684;GO:0005524;GO:0006298;GO:0006259;GO:0003677;GO:0006281
isogroup12927	GO:0003700;GO:0005634;GO:0006355;GO:0003677
isogroup12929	GO:0003700;GO:0005634;GO:0006355
isogroup1293	GO:0003677;GO:0005634
isogroup12939	GO:0008470
isogroup12947	GO:0004857;GO:0008073
isogroup12949	GO:0006457;GO:0003755;GO:0004600;GO:0030051;GO:0042027
isogroup12953	GO:0005279;GO:0006865;GO:0016020;GO:0006810;GO:0008511
isogroup12955	GO:0006508;GO:0008450;GO:0008270;GO:0004222;GO:0004249;GO:0008133;GO:0008319;GO:0030402;GO:0006950;GO:0033554;GO:0061077
isogroup12957	GO:0004003
isogroup1296	GO:0005515
isogroup12960	GO:0008152;GO:0016491;GO:0016404
isogroup12962	GO:0050577
isogroup12968	GO:0005509;GO:0005198
isogroup12970	GO:0004065
isogroup12973	GO:0004462;GO:0005975
isogroup12974	GO:0008454
isogroup1298	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004715
isogroup12983	GO:0005261;GO:0006812;GO:0016020;GO:0001518;GO:0005248;GO:0006814;GO:0008152;GO:0016740;GO:0005509;GO:0005216;GO:0006811;GO:0005245;GO:0007268
isogroup12985	GO:0004871;GO:0005576;GO:0007223;GO:0007275
isogroup12989	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004684;GO:0004685;GO:0005954;GO:0007268;GO:0048167
isogroup1299	GO:0007242;GO:0005099
isogroup12995	GO:0004558;GO:0004339
isogroup12998	GO:0004430
isogroup1300	GO:0003677;GO:0005634
isogroup13001	GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0010992
isogroup13004	GO:0005509
isogroup13008	GO:0006118;GO:0016491;GO:0015036
isogroup1301	GO:0000166;GO:0003677;GO:0003887;GO:0006260;GO:0008408;GO:0003891
isogroup13011	GO:0005515;GO:0007165;GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674
isogroup13013	GO:0004250;GO:0005773;GO:0006508;GO:0042576
isogroup13014	GO:0004890;GO:0005230;GO:0006811;GO:0016021;GO:0045211;GO:0016020;GO:0030594;GO:0006810
isogroup13019	GO:0016491
isogroup1302	GO:0000139;GO:0003827;GO:0006487;GO:0009982
isogroup13025	GO:0045552
isogroup13026	GO:0004629;GO:0007165;GO:0007242;GO:0004435;GO:0006629;GO:0005509
isogroup13028	GO:0005488;GO:0006810;GO:0016020;GO:0005743;GO:0005215;GO:0005310
isogroup13030	GO:0005267;GO:0006813;GO:0016020;GO:0005249;GO:0008076;GO:0005001
isogroup13031	GO:0006535;GO:0003824;GO:0008152;GO:0004124
isogroup13032	GO:0005524;GO:0016887;GO:0000166;GO:0017111
isogroup13033	GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0010992
isogroup13036	GO:0006118;GO:0008152;GO:0016491;GO:0050112
isogroup13039	GO:0016021
isogroup1304	GO:0006508;GO:0008533;GO:0008237;GO:0008270
isogroup13040	GO:0003700;GO:0005634;GO:0006355;GO:0003677
isogroup13041	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0042254
isogroup13042	GO:0003824;GO:0006629;GO:0016789;GO:0004771
isogroup13044	GO:0007155
isogroup13050	GO:0004550;GO:0005524;GO:0006183;GO:0006228;GO:0006241
isogroup13051	GO:0005524;GO:0006812;GO:0015662;GO:0016020;GO:0015097;GO:0015694;GO:0004008;GO:0006825;GO:0003824;GO:0008152;GO:0030001;GO:0046872;GO:0005507;GO:0046873;GO:0016021;GO:0016820;GO:0005388
isogroup13052	GO:0003723;GO:0003735;GO:0005622;GO:0005840;GO:0006412
isogroup13053	GO:0005515;GO:0007165;GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674
isogroup13055	GO:0004609;GO:0008654
isogroup13056	GO:0003676
isogroup13057	GO:0003700;GO:0005634;GO:0006355
isogroup13063	GO:0004001;GO:0006166
isogroup13064	GO:0004840;GO:0006464;GO:0006512;GO:0004842;GO:0010992
isogroup13065	GO:0003677;GO:0005634;GO:0006355
isogroup13068	GO:0008270;GO:0000151;GO:0004842;GO:0016567;GO:0009719;GO:0005164;GO:0033209
isogroup13071	GO:0005838;GO:0006508;GO:0030163;GO:0043248
isogroup13076	GO:0003824;GO:0004104;GO:0003990
isogroup1308	GO:0007049
isogroup13081	GO:0016262
isogroup13082	GO:0016020
isogroup13084	GO:0004672;GO:0005524;GO:0006468;GO:0008152;GO:0016787;GO:0003824;GO:0005975;GO:0004568;GO:0008843
isogroup13088	GO:0005179;GO:0005576;GO:0002226;GO:0042381
isogroup1309	GO:0008570
isogroup13091	GO:0006012;GO:0008108;GO:0004921
isogroup13093	GO:0003774;GO:0005524;GO:0016459
isogroup13096	GO:0008270;GO:0000151;GO:0004842;GO:0016567;GO:0009719;GO:0005164;GO:0033209
isogroup1310	GO:0005201;GO:0005581;GO:0005737;GO:0006817
isogroup13100	GO:0005201;GO:0005581
isogroup13105	GO:0009117;GO:0016787;GO:0004767;GO:0009719;GO:0035381;GO:0035587
isogroup13106	GO:0006457;GO:0031072;GO:0051082;GO:0006950;GO:0033554;GO:0061077
isogroup13107	GO:0004070;GO:0006207;GO:0004585;GO:0006520;GO:0009348;GO:0016597;GO:0016743;GO:0004088;GO:0004151
isogroup13109	GO:0009116;GO:0004749
isogroup1311	GO:0003824;GO:0008152;GO:0050218
isogroup13110	GO:0000166;GO:0017111
isogroup13114	GO:0008152;GO:0016740;GO:0003870;GO:0006783;GO:0009058;GO:0016769
isogroup13115	GO:0006118;GO:0004497;GO:0050381
isogroup13119	GO:0004602;GO:0006979;GO:0006950
isogroup1312	GO:0003676
isogroup13121	GO:0004807;GO:0008152;GO:0005554
isogroup13123	GO:0008083
isogroup13124	GO:0015986;GO:0016469;GO:0046933;GO:0046961;GO:0003936
isogroup13126	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004684;GO:0004685;GO:0005954;GO:0007268;GO:0048167
isogroup1313	GO:0004703;GO:0005524;GO:0006468;GO:0007165;GO:0004871;GO:0004672;GO:0004674;GO:0004713;GO:0004675;GO:0004676;GO:0004677;GO:0004679;GO:0004680;GO:0004681;GO:0004683;GO:0004686;GO:0004688;GO:0004689;GO:0004690;GO:0004692;GO:0004693;GO:0004694;GO:0004695;GO:0004696;GO:0004697;GO:0004698;GO:0004700;GO:0004701;GO:0004702;GO:0004704;GO:0004705;GO:0004706;GO:0004707;GO:0004708;GO:0004709;GO:0004710;GO:0004711;GO:0004712;GO:0004714;GO:0004715;GO:0004716;GO:0004718;GO:0008338;GO:0008339;GO:0008349;GO:0008384;GO:0008443;GO:0008545;GO:0008607;GO:0008819;GO:0016307;GO:0016538;GO:0016773;GO:0016908;GO:0016909;GO:0018720;GO:0019199;GO:0019912;GO:0019914;GO:0035004;GO:0042556;GO:0042557;GO:0047696
isogroup13130	GO:0004835;GO:0006464;GO:0003884
isogroup13133	GO:0003700;GO:0005634;GO:0006355;GO:0003677
isogroup1314	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004714;GO:0007169;GO:0016020;GO:0004674
isogroup13145	GO:0004800
isogroup1315	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674
isogroup13150	GO:0006508;GO:0008533
isogroup13152	GO:0019135
isogroup13156	GO:0003677;GO:0003700;GO:0005634;GO:0006355
isogroup13163	GO:0004190;GO:0006508;GO:0004237;GO:0008239
isogroup13164	GO:0005509
isogroup13165	GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0010992
isogroup13167	GO:0008757;GO:0008168;GO:0030791
isogroup13169	GO:0009116;GO:0016740;GO:0004588
isogroup1317	GO:0003677;GO:0005634;GO:0006310;GO:0015074
isogroup13170	GO:0005506;GO:0006412;GO:0042586
isogroup13178	GO:0004871;GO:0005576;GO:0007223;GO:0007275
isogroup13179	GO:0035299
isogroup13183	GO:0003725;GO:0005622;GO:0008033;GO:0016491;GO:0050660;GO:0017150
isogroup13187	GO:0004601;GO:0006979
isogroup13188	GO:0001584;GO:0007186;GO:0016021
isogroup1319	GO:0004872;GO:0016020;GO:0007275
isogroup13190	GO:0005515;GO:0005249;GO:0006813;GO:0008076;GO:0016020
isogroup13191	GO:0005576
isogroup13195	GO:0005525;GO:0007264;GO:0006886;GO:0015031;GO:0003924;GO:0003925
isogroup13196	GO:0004553;GO:0005975;GO:0015926
isogroup1320	GO:0016773;GO:0016787;GO:0004677
isogroup13203	GO:0007218;GO:0016020;GO:0004930
isogroup13204	GO:0003824;GO:0006629;GO:0016789;GO:0004771
isogroup13207	GO:0004089;GO:0006730;GO:0008270;GO:0031214
isogroup13208	GO:0003677;GO:0006355;GO:0005634
isogroup13209	GO:0005515;GO:0005737
isogroup1321	GO:0003676;GO:0008853;GO:0010992
isogroup13211	GO:0003824;GO:0004339
isogroup13219	GO:0004558;GO:0004339
isogroup13220	GO:0004364;GO:0005737;GO:0008152
isogroup13221	GO:0003868
isogroup13222	GO:0005488;GO:0006810;GO:0016020;GO:0005739;GO:0006839;GO:0005743;GO:0005215;GO:0005310
isogroup13223	GO:0005385
isogroup13229	GO:0005215;GO:0006810
isogroup13230	GO:0004365;GO:0006096;GO:0051287;GO:0004298;GO:0004299;GO:0030163;GO:0043248
isogroup13233	GO:0005525;GO:0007264;GO:0015031
isogroup13234	GO:0004295;GO:0006508;GO:0004263;GO:0004252;GO:0004289;GO:0008132;GO:0008243;GO:0008991;GO:0016808;GO:0004275
isogroup13238	GO:0016020
isogroup1324	GO:0004872;GO:0008270
isogroup13242	GO:0008270;GO:0000151;GO:0004842;GO:0016567;GO:0009719;GO:0005164;GO:0033209
isogroup13243	GO:0001584;GO:0007186;GO:0016021;GO:0004983
isogroup13244	GO:0004295;GO:0006508;GO:0004263
isogroup13248	GO:0004713
isogroup13251	GO:0016853;GO:0005489;GO:0006118;GO:0003756
isogroup13252	GO:0006470;GO:0008138;GO:0004721;GO:0004725
isogroup13253	GO:0005525;GO:0007264;GO:0015031
isogroup13254	GO:0005515
isogroup13255	GO:0008152;GO:0016491
isogroup13256	GO:0004500;GO:0006584
isogroup13258	GO:0047253;GO:0008454
isogroup13264	GO:0005215;GO:0006810
isogroup13265	GO:0006952;GO:0042829;GO:0004623;GO:0005509;GO:0016042;GO:0000160;GO:0003677;GO:0006355
isogroup13268	GO:0004930;GO:0016020;GO:0008067;GO:0007600
isogroup13269	GO:0003777;GO:0005871
isogroup1327	GO:0005524;GO:0008026;GO:0003676;GO:0004386;GO:0000810;GO:0004787;GO:0008722;GO:0008758;GO:0008796;GO:0008828;GO:0016462;GO:0016818;GO:0019176;GO:0019177
isogroup13275	GO:0003872;GO:0005945;GO:0006096
isogroup13279	GO:0005215;GO:0006810;GO:0016021
isogroup1328	GO:0003676;GO:0003723;GO:0005634;GO:0006397
isogroup13280	GO:0003676;GO:0050265
isogroup13284	GO:0003847
isogroup13288	GO:0004558;GO:0004339
isogroup1329	GO:0001584;GO:0007186;GO:0016021;GO:0004983
isogroup13291	GO:0005524;GO:0015986;GO:0016469;GO:0046933;GO:0046961;GO:0006754;GO:0016820;GO:0003936
isogroup13295	GO:0005261;GO:0006812;GO:0016020;GO:0005216;GO:0006811;GO:0007600
isogroup13296	GO:0005509
isogroup13297	GO:0006118;GO:0016491;GO:0004047;GO:0005737;GO:0006546;GO:0008480
isogroup13298	GO:0016020;GO:0004238;GO:0017090;GO:0002226;GO:0042381
isogroup133	GO:0003950
isogroup13300	GO:0004672;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605;GO:0008091
isogroup13305	GO:0004672;GO:0005524;GO:0006468
isogroup13306	GO:0007218;GO:0016020;GO:0005261;GO:0006812;GO:0005509;GO:0005216;GO:0006811
isogroup13308	GO:0008152;GO:0016491
isogroup13309	GO:0003924;GO:0005741;GO:0008053;GO:0016021
isogroup1331	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605;GO:0004693;GO:0008353
isogroup13310	GO:0004363;GO:0006750;GO:0005524
isogroup13312	GO:0005509
isogroup13314	GO:0004722;GO:0006470;GO:0008287;GO:0003824;GO:0000158;GO:0004721;GO:0004723;GO:0004724;GO:0005963;GO:0008420;GO:0008597;GO:0015071;GO:0017018;GO:0017020;GO:0017023;GO:0030357
isogroup13317	GO:0004866;GO:0002226;GO:0009682
isogroup1332	GO:0005261;GO:0006812;GO:0016020;GO:0005262;GO:0006816;GO:0005216;GO:0006811;GO:0007600
isogroup13322	GO:0003824;GO:0006725;GO:0016787;GO:0047372
isogroup13325	GO:0003676;GO:0016779;GO:0004652;GO:0006350
isogroup1333	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004715
isogroup13330	GO:0004527;GO:0005622;GO:0007600
isogroup13331	GO:0006486;GO:0008417;GO:0016020;GO:0000009;GO:0000026;GO:0000030;GO:0000033;GO:0003980;GO:0004376;GO:0004576;GO:0004583;GO:0008375;GO:0008376;GO:0008378;GO:0008921;GO:0016253;GO:0016758;GO:0016759;GO:0018715;GO:0018716;GO:0018717;GO:0018718;GO:0019112;GO:0019187;GO:0042281;GO:0042283;GO:0046527;GO:0046920;GO:0046921
isogroup13336	GO:0004051
isogroup13339	GO:0019904;GO:0004623;GO:0004624;GO:0004625;GO:0004626;GO:0004627;GO:0004628;GO:0047498;GO:0047499
isogroup1334	GO:0003847
isogroup13340	GO:0003824;GO:0004842
isogroup13344	GO:0008453;GO:0050281;GO:0004760
isogroup13345	GO:0009982
isogroup13346	GO:0005515;GO:0042981;GO:0006915;GO:1900119
isogroup13347	GO:0003847;GO:0016251
isogroup1335	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004715;GO:0004712
isogroup13350	GO:0004558;GO:0004339
isogroup13356	GO:0005509
isogroup13359	GO:0005249;GO:0006813;GO:0008076;GO:0016020
isogroup13360	GO:0006486;GO:0008378;GO:0016020;GO:0000009;GO:0000026;GO:0000030;GO:0000033;GO:0003980;GO:0004376;GO:0004576;GO:0004583;GO:0008375;GO:0008376;GO:0008417;GO:0008921;GO:0016253;GO:0016758;GO:0016759;GO:0018715;GO:0018716;GO:0018717;GO:0018718;GO:0019112;GO:0019187;GO:0042281;GO:0042283;GO:0046527;GO:0046920;GO:0046921;GO:0047256
isogroup13362	GO:0003824;GO:0008152;GO:0016787;GO:0003869;GO:0004427
isogroup13365	GO:0008152;GO:0016491;GO:0004303;GO:0050327
isogroup13368	GO:0006508;GO:0008533;GO:0008237;GO:0008270;GO:0004222;GO:0004249;GO:0008133;GO:0008319;GO:0030402
isogroup13369	GO:0005509;GO:0016706;GO:0019538;GO:0004656;GO:0016222
isogroup13371	GO:0003824;GO:0009116;GO:0004850;GO:0005737;GO:0009166
isogroup13375	GO:0004835;GO:0006464;GO:0003884
isogroup1338	GO:0003950
isogroup13382	GO:0004601;GO:0051920
isogroup13386	GO:0004114;GO:0007165;GO:0003824;GO:0047555
isogroup13388	GO:0003824;GO:0008152;GO:0030378
isogroup13389	GO:0004558;GO:0004339
isogroup13390	GO:0000166;GO:0017111
isogroup13392	GO:0000074;GO:0051301
isogroup13394	GO:0008152;GO:0008415;GO:0004366;GO:0003841
isogroup134	GO:0008091
isogroup1340	GO:0005524;GO:0015662;GO:0015992;GO:0016020;GO:0006812;GO:0003824;GO:0008152;GO:0005388;GO:0005509;GO:0006816;GO:0015085;GO:0016820
isogroup13401	GO:0006605;GO:0006886;GO:0016020;GO:0015031;GO:0015450
isogroup13403	GO:0005515;GO:0007165
isogroup13405	GO:0005509
isogroup13406	GO:0006486;GO:0008417;GO:0016020
isogroup13407	GO:0006118;GO:0016020;GO:0016491
isogroup1341	GO:0009058
isogroup13411	GO:0003676
isogroup13412	GO:0006886;GO:0030125
isogroup13415	GO:0003700;GO:0005634;GO:0006355;GO:0003677
isogroup13419	GO:0005375;GO:0006825;GO:0016021
isogroup13423	GO:0003746;GO:0005853;GO:0006414
isogroup13427	GO:0003677;GO:0003700;GO:0005634;GO:0006355
isogroup1343	GO:0007218;GO:0016020;GO:0004930
isogroup13430	GO:0005525;GO:0007264;GO:0015031
isogroup13432	GO:0006626;GO:0042721;GO:0045039
isogroup13447	GO:0004500;GO:0006584;GO:0004181
isogroup13448	GO:0004219;GO:0006508
isogroup13449	GO:0003824;GO:0008152;GO:0030272
isogroup1345	GO:0004721;GO:0006470;GO:0004725;GO:0004437;GO:0046839;GO:0001668;GO:0008138;GO:0008252;GO:0008330;GO:0008579;GO:0008969;GO:0016312;GO:0016791;GO:0017017;GO:0017161;GO:0019175;GO:0019178;GO:0019198;GO:0030351;GO:0030352;GO:0042576
isogroup13452	GO:0004601;GO:0004447
isogroup13455	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004618;GO:0006096;GO:0004674
isogroup13456	GO:0005489;GO:0006118;GO:0046872;GO:0005524;GO:0008026;GO:0003676;GO:0004386;GO:0004003;GO:0004004;GO:0008094;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626
isogroup13458	GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0010992
isogroup1346	GO:0004672;GO:0005524;GO:0006468;GO:0004674;GO:0004713;GO:0007242;GO:0004675;GO:0004676;GO:0004677;GO:0004679;GO:0004680;GO:0004681;GO:0004683;GO:0004686;GO:0004688;GO:0004689;GO:0004690;GO:0004692;GO:0004693;GO:0004694;GO:0004695;GO:0004696;GO:0004697;GO:0004698;GO:0004700;GO:0004701;GO:0004702;GO:0004703;GO:0004704;GO:0004705;GO:0004706;GO:0004707;GO:0004708;GO:0004709;GO:0004710;GO:0004711;GO:0004712;GO:0004714;GO:0004715;GO:0004716;GO:0004718;GO:0008338;GO:0008339;GO:0008349;GO:0008384;GO:0008443;GO:0008545;GO:0008607;GO:0008819;GO:0016307;GO:0016538;GO:0016773;GO:0016908;GO:0016909;GO:0018720;GO:0019199;GO:0019912;GO:0019914;GO:0035004;GO:0042556;GO:0042557
isogroup13461	GO:0001584;GO:0007186;GO:0016021
isogroup13463	GO:0004672;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605;GO:0016443;GO:0016891
isogroup13465	GO:0004558;GO:0004339
isogroup13468	GO:0005789;GO:0006506;GO:0016021;GO:0016407
isogroup13470	GO:0047611;GO:0004407;GO:0040029;GO:0016570
isogroup13471	GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0010992
isogroup13477	GO:0005488;GO:0006810;GO:0016020;GO:0005215;GO:0005743;GO:0005310
isogroup1348	GO:0004197;GO:0006508
isogroup13480	GO:0007218;GO:0016020;GO:0007155;GO:0004930
isogroup13481	GO:0003743;GO:0006446;GO:0006412
isogroup13484	GO:0004785;GO:0006801;GO:0046872;GO:0030001;GO:0016835;GO:0016836;GO:0016837;GO:0016838;GO:0004784;GO:0006950;GO:0006979
isogroup13486	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674
isogroup13487	GO:0004840;GO:0006464;GO:0006512;GO:0010992
isogroup13489	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004707;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605;GO:0004675;GO:0004676;GO:0004677;GO:0004679;GO:0004680;GO:0004681;GO:0004683;GO:0004686;GO:0004688;GO:0004689;GO:0004690;GO:0004692;GO:0004693;GO:0004694;GO:0004695;GO:0004696;GO:0004697;GO:0004698;GO:0004700;GO:0004701;GO:0004702;GO:0004703;GO:0004704;GO:0004705;GO:0004706;GO:0004708;GO:0004709;GO:0004710;GO:0004711;GO:0004712;GO:0004714;GO:0004715;GO:0004716;GO:0004718;GO:0008338;GO:0008339;GO:0008349;GO:0008384;GO:0008443;GO:0008545;GO:0008607;GO:0008819;GO:0016307;GO:0016538;GO:0016773;GO:0016908;GO:0016909;GO:0018720;GO:0019199;GO:0019912;GO:0019914;GO:0035004;GO:0042556;GO:0042557
isogroup1349	GO:0005525;GO:0006412;GO:0003743
isogroup13493	GO:0003677;GO:0006306;GO:0004222;GO:0006508;GO:0008237;GO:0008270;GO:0031012;GO:0004249;GO:0008133;GO:0008319;GO:0030402
isogroup13495	GO:0004519
isogroup13496	GO:0005515
isogroup13497	GO:0003824;GO:0004143
isogroup13499	GO:0019135
isogroup135	GO:0007165;GO:0004725
isogroup13505	GO:0005351;GO:0009401;GO:0003676;GO:0005634
isogroup1351	GO:0004295;GO:0006508;GO:0004263
isogroup13511	GO:0005622;GO:0006355;GO:0070410
isogroup13518	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605;GO:0006412
isogroup13520	GO:0003676;GO:0004308
isogroup13521	GO:0005634;GO:0030528;GO:0045449
isogroup13522	GO:0004806
isogroup13526	GO:0004114;GO:0051342
isogroup1353	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674
isogroup13530	GO:0004871;GO:0007165;GO:0003700;GO:0005634;GO:0006355
isogroup13533	GO:0000151;GO:0004842;GO:0008270;GO:0016567
isogroup13545	GO:0005509
isogroup1355	GO:0004182;GO:0006508
isogroup13550	GO:0006118;GO:0004497;GO:0047749
isogroup13551	GO:0004672;GO:0005524;GO:0006468
isogroup13554	GO:0003677;GO:0004527;GO:0005622;GO:0004518;GO:0016788;GO:0042578
isogroup1356	GO:0003700;GO:0005634;GO:0006355;GO:0004339;GO:0040029;GO:0016570
isogroup13562	GO:0004004
isogroup13563	GO:0001584;GO:0007186;GO:0016021
isogroup13564	GO:0005515;GO:0007165;GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674
isogroup13565	GO:0005509;GO:0016706;GO:0019538
isogroup13566	GO:0004364;GO:0005737;GO:0008152;GO:0008418
isogroup13567	GO:0003677;GO:0005634
isogroup13569	GO:0004799;GO:0006231;GO:0050757;GO:0004146
isogroup1357	GO:0003779;GO:0016043
isogroup13571	GO:0003677;GO:0003700;GO:0005634;GO:0006355;GO:0007275
isogroup13572	GO:0004190;GO:0006508
isogroup13575	GO:0004197;GO:0006508;GO:0000166;GO:0017111;GO:0003777;GO:0007018;GO:0030286
isogroup13576	GO:0005524;GO:0006810;GO:0016021;GO:0042626;GO:0016887;GO:0000166;GO:0017111
isogroup13580	GO:0015986;GO:0016469;GO:0046933;GO:0046961;GO:0003936
isogroup13581	GO:0003824;GO:0006629;GO:0016789;GO:0004771
isogroup13582	GO:0004725;GO:0006470;GO:0004726;GO:0003993
isogroup13585	GO:0006508;GO:0030693;GO:0004197;GO:0016946
isogroup13589	GO:0004623;GO:0005509;GO:0016042
isogroup1359	GO:0004672;GO:0005524;GO:0006468;GO:0004674;GO:0004713;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605;GO:0004692;GO:0007268;GO:0048167
isogroup13591	GO:0005525;GO:0007264;GO:0006886;GO:0015031
isogroup13592	GO:0005525;GO:0007264;GO:0015031;GO:0006886;GO:0003924;GO:0003925
isogroup13596	GO:0004197;GO:0006508;GO:0004198;GO:0005622;GO:0005509
isogroup13598	GO:0003684;GO:0005524;GO:0006281;GO:0006310;GO:0008094
isogroup13599	GO:0005737;GO:0006817
isogroup136	GO:0005220
isogroup1360	GO:0008270
isogroup13601	GO:0005509
isogroup13603	GO:0016020
isogroup13604	GO:0003824;GO:0006464
isogroup13609	GO:0000786;GO:0003677;GO:0005634;GO:0006334;GO:0007001
isogroup13614	GO:0004558;GO:0004339
isogroup13618	GO:0045439
isogroup13622	GO:0005155;GO:0010992
isogroup13624	GO:0004867
isogroup13625	GO:0004067;GO:0006516;GO:0008798
isogroup13631	GO:0006486;GO:0008378;GO:0016020;GO:0000009;GO:0000026;GO:0000030;GO:0000033;GO:0003980;GO:0004376;GO:0004576;GO:0004583;GO:0008375;GO:0008376;GO:0008417;GO:0008921;GO:0016253;GO:0016758;GO:0016759;GO:0018715;GO:0018716;GO:0018717;GO:0018718;GO:0019112;GO:0019187;GO:0042281;GO:0042283;GO:0046527;GO:0046920;GO:0046921;GO:0008499
isogroup13634	GO:0000015;GO:0004634;GO:0006096
isogroup13638	GO:0016020
isogroup1364	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674
